date,platform,vehicle_model,impressions,clicks,cost_brl,leads
2026-02-17,Google Ads,Yamaha Fazer 250,4477,147,233.11,14
2026-02-18,Meta Ads,Yamaha MT-07,4613,288,1234.27,30
2026-02-18,Meta Ads,Yamaha NMAX 160,5470,368,1125.77,21
2026-02-18,Meta Ads,Yamaha Crosser 150,7200,175,550.35,24
2026-02-18,Meta Ads,Yamaha Fazer 250,5182,335,1143.49,38
2026-02-18,Google Ads,Yamaha MT-07,2537,121,466.22,7
2026-02-18,Google Ads,Yamaha NMAX 160,9689,525,2357.94,77
2026-02-18,Google Ads,Yamaha Crosser 150,2437,82,336.73,8
2026-02-18,Google Ads,Yamaha Fazer 250,6988,247,908.57,20
2026-02-19,Meta Ads,Yamaha MT-07,8315,207,775.37,11
2026-02-19,Meta Ads,Yamaha NMAX 160,1335,54,235.75,7
2026-02-19,Meta Ads,Yamaha Crosser 150,6961,482,861.74,57
2026-02-19,Meta Ads,Yamaha Fazer 250,1870,72,129.28,9
2026-02-19,Google Ads,Yamaha MT-07,5983,256,423.72,37
2026-02-19,Google Ads,Yamaha NMAX 160,4879,239,710.94,13
2026-02-19,Google Ads,Yamaha Crosser 150,9519,457,1807.62,30
2026-02-19,Google Ads,Yamaha Fazer 250,6349,313,1094.89,19
2026-02-20,Meta Ads,Yamaha MT-07,3042,187,382.07,22
2026-02-20,Meta Ads,Yamaha NMAX 160,1920,128,183.09,13
2026-02-20,Meta Ads,Yamaha Crosser 150,1794,77,212.32,10
2026-02-20,Meta Ads,Yamaha Fazer 250,7461,568,1320.65,45
2026-02-20,Google Ads,Yamaha MT-07,4291,158,489.6,15
2026-02-20,Google Ads,Yamaha NMAX 160,1941,127,478.68,16
2026-02-20,Google Ads,Yamaha Crosser 150,4073,274,1200.91,30
2026-02-20,Google Ads,Yamaha Fazer 250,9716,352,1284.84,20
2026-02-21,Meta Ads,Yamaha MT-07,3534,158,518.61,13
2026-02-21,Meta Ads,Yamaha NMAX 160,4450,344,1290.61,48
2026-02-21,Meta Ads,Yamaha Crosser 150,1693,131,278.91,18
2026-02-21,Meta Ads,Yamaha Fazer 250,6043,380,1109.83,44
2026-02-21,Google Ads,Yamaha MT-07,5374,117,204.36,10
2026-02-21,Google Ads,Yamaha NMAX 160,1166,61,189.1,4
2026-02-21,Google Ads,Yamaha Crosser 150,3151,199,312.05,13
2026-02-21,Google Ads,Yamaha Fazer 250,4371,342,943.32,30
2026-02-22,Meta Ads,Yamaha MT-07,4824,204,816.12,13
2026-02-22,Meta Ads,Yamaha NMAX 160,6599,224,575.6,16
2026-02-22,Meta Ads,Yamaha Crosser 150,1419,51,85.69,5
2026-02-22,Meta Ads,Yamaha Fazer 250,6998,440,1839.46,29
2026-02-22,Google Ads,Yamaha MT-07,1022,58,134.99,3
2026-02-22,Google Ads,Yamaha NMAX 160,8923,563,832.39,50
2026-02-22,Google Ads,Yamaha Crosser 150,6710,196,392.24,28
2026-02-22,Google Ads,Yamaha Fazer 250,6385,237,344.44,19
2026-02-23,Meta Ads,Yamaha MT-07,6775,349,653.76,21
2026-02-23,Meta Ads,Yamaha NMAX 160,8408,397,1385.93,52
2026-02-23,Meta Ads,Yamaha Crosser 150,4408,200,850.36,13
2026-02-23,Meta Ads,Yamaha Fazer 250,6983,391,1711.55,44
2026-02-23,Google Ads,Yamaha MT-07,1253,97,218.65,5
2026-02-23,Google Ads,Yamaha NMAX 160,6489,462,1778.09,53
2026-02-23,Google Ads,Yamaha Crosser 150,8799,248,531.53,18
2026-02-23,Google Ads,Yamaha Fazer 250,2006,153,535.65,8
2026-02-24,Meta Ads,Yamaha MT-07,9210,436,1957.92,48
2026-02-24,Meta Ads,Yamaha NMAX 160,1363,48,95.7,3
2026-02-24,Meta Ads,Yamaha Crosser 150,2982,153,229.58,16
2026-02-24,Meta Ads,Yamaha Fazer 250,5621,225,646.36,27
2026-02-24,Google Ads,Yamaha MT-07,1001,56,111.46,5
2026-02-24,Google Ads,Yamaha NMAX 160,1635,38,56.87,5
2026-02-24,Google Ads,Yamaha Crosser 150,9710,435,1336.5,45
2026-02-24,Google Ads,Yamaha Fazer 250,5284,411,821.66,50
2026-02-25,Meta Ads,Yamaha MT-07,4541,205,295.11,10
2026-02-25,Meta Ads,Yamaha NMAX 160,7918,358,452.2,53
2026-02-25,Meta Ads,Yamaha Crosser 150,7936,393,1371.69,57
2026-02-25,Meta Ads,Yamaha Fazer 250,3661,197,854.44,11
2026-02-25,Google Ads,Yamaha MT-07,1968,114,308.24,10
2026-02-25,Google Ads,Yamaha NMAX 160,2663,76,150.71,8
2026-02-25,Google Ads,Yamaha Crosser 150,4274,217,668.21,11
2026-02-25,Google Ads,Yamaha Fazer 250,3751,232,668.55,15
2026-02-26,Meta Ads,Yamaha MT-07,9838,630,2554.27,65
2026-02-26,Meta Ads,Yamaha NMAX 160,7505,445,1384.45,28
2026-02-26,Meta Ads,Yamaha Crosser 150,8426,669,1360.51,64
2026-02-26,Meta Ads,Yamaha Fazer 250,6481,277,814.65,14
2026-02-26,Google Ads,Yamaha MT-07,9136,596,1350.96,85
2026-02-26,Google Ads,Yamaha NMAX 160,5087,320,1162.38,41
2026-02-26,Google Ads,Yamaha Crosser 150,7686,529,2156.9,77
2026-02-26,Google Ads,Yamaha Fazer 250,5336,292,720.16,17
2026-02-27,Meta Ads,Yamaha MT-07,7842,256,452.66,14
2026-02-27,Meta Ads,Yamaha NMAX 160,4844,321,617.27,18
2026-02-27,Meta Ads,Yamaha Crosser 150,3099,93,378.7,8
2026-02-27,Meta Ads,Yamaha Fazer 250,1503,65,217.46,8
2026-02-27,Google Ads,Yamaha MT-07,6474,270,708.95,23
2026-02-27,Google Ads,Yamaha NMAX 160,4748,363,818.93,30
2026-02-27,Google Ads,Yamaha Crosser 150,4951,209,307.61,28
2026-02-27,Google Ads,Yamaha Fazer 250,7902,187,761.98,12
2026-02-28,Meta Ads,Yamaha MT-07,1207,79,134.71,11
2026-02-28,Meta Ads,Yamaha NMAX 160,5396,155,446.02,17
2026-02-28,Meta Ads,Yamaha Crosser 150,3259,138,492.26,12
2026-02-28,Meta Ads,Yamaha Fazer 250,3891,268,1193.91,20
2026-02-28,Google Ads,Yamaha MT-07,3151,231,677.2,31
2026-02-28,Google Ads,Yamaha NMAX 160,7452,476,718.58,68
2026-02-28,Google Ads,Yamaha Crosser 150,4017,161,596.77,15
2026-02-28,Google Ads,Yamaha Fazer 250,7947,315,1067.02,47
2026-03-01,Meta Ads,Yamaha MT-07,8319,351,668.17,18
2026-03-01,Meta Ads,Yamaha NMAX 160,9704,344,1238.29,17
2026-03-01,Meta Ads,Yamaha Crosser 150,7447,283,876.84,31
2026-03-01,Meta Ads,Yamaha Fazer 250,6605,231,631.74,24
2026-03-01,Google Ads,Yamaha MT-07,7453,149,427.83,21
2026-03-01,Google Ads,Yamaha NMAX 160,6521,240,702.18,20
2026-03-01,Google Ads,Yamaha Crosser 150,3559,205,681.64,16
2026-03-01,Google Ads,Yamaha Fazer 250,7659,494,1184.97,35
2026-03-02,Meta Ads,Yamaha MT-07,3620,210,325.37,29
2026-03-02,Meta Ads,Yamaha NMAX 160,2802,134,292.43,16
2026-03-02,Meta Ads,Yamaha Crosser 150,9628,494,1759.32,30
2026-03-02,Meta Ads,Yamaha Fazer 250,7498,581,1582.69,61
2026-03-02,Google Ads,Yamaha MT-07,8139,634,2014.44,72
2026-03-02,Google Ads,Yamaha NMAX 160,7900,293,1061.42,31
2026-03-02,Google Ads,Yamaha Crosser 150,2035,105,171.33,6
2026-03-02,Google Ads,Yamaha Fazer 250,6280,248,661.02,23
2026-03-03,Meta Ads,Yamaha MT-07,6496,406,1679.03,31
2026-03-03,Meta Ads,Yamaha NMAX 160,9885,357,1605.67,38
2026-03-03,Meta Ads,Yamaha Crosser 150,5568,198,327.18,19
2026-03-03,Meta Ads,Yamaha Fazer 250,6229,182,342.3,17
2026-03-03,Google Ads,Yamaha MT-07,5661,388,703.88,30
2026-03-03,Google Ads,Yamaha NMAX 160,1760,97,193.43,10
2026-03-03,Google Ads,Yamaha Crosser 150,2429,115,293.67,15
2026-03-03,Google Ads,Yamaha Fazer 250,1789,90,223.31,8
2026-03-04,Meta Ads,Yamaha MT-07,6957,310,1255.93,25
2026-03-04,Meta Ads,Yamaha NMAX 160,6834,280,738.36,14
2026-03-04,Meta Ads,Yamaha Crosser 150,7799,189,783.98,21
2026-03-04,Meta Ads,Yamaha Fazer 250,4463,340,980.67,32
2026-03-04,Google Ads,Yamaha MT-07,9298,532,1876.07,30
2026-03-04,Google Ads,Yamaha NMAX 160,9432,240,690.58,22
2026-03-04,Google Ads,Yamaha Crosser 150,1390,107,341.64,11
2026-03-04,Google Ads,Yamaha Fazer 250,4709,185,719.65,19
2026-03-05,Meta Ads,Yamaha MT-07,7030,213,768.72,14
2026-03-05,Meta Ads,Yamaha NMAX 160,9513,384,603.59,38
2026-03-05,Meta Ads,Yamaha Crosser 150,2302,92,253.82,6
2026-03-05,Meta Ads,Yamaha Fazer 250,9077,495,1282.62,54
2026-03-05,Google Ads,Yamaha MT-07,1717,40,125.77,4
2026-03-05,Google Ads,Yamaha NMAX 160,5230,383,923.49,52
2026-03-05,Google Ads,Yamaha Crosser 150,3084,74,320.35,7
2026-03-05,Google Ads,Yamaha Fazer 250,4960,257,381.62,18
2026-03-06,Meta Ads,Yamaha MT-07,4958,297,1251.27,27
2026-03-06,Meta Ads,Yamaha NMAX 160,6566,394,1085.53,19
2026-03-06,Meta Ads,Yamaha Crosser 150,7713,587,1695.8,29
2026-03-06,Meta Ads,Yamaha Fazer 250,1527,63,212.74,5
2026-03-06,Google Ads,Yamaha MT-07,2773,203,458.93,18
2026-03-06,Google Ads,Yamaha NMAX 160,4949,361,1355.42,20
2026-03-06,Google Ads,Yamaha Crosser 150,7794,439,817.39,37
2026-03-06,Google Ads,Yamaha Fazer 250,2946,161,416.31,11
2026-03-07,Meta Ads,Yamaha MT-07,2933,130,439.83,18
2026-03-07,Meta Ads,Yamaha NMAX 160,9823,682,1324.18,57
2026-03-07,Meta Ads,Yamaha Crosser 150,3611,242,657.54,12
2026-03-07,Meta Ads,Yamaha Fazer 250,3409,197,623.99,11
2026-03-07,Google Ads,Yamaha MT-07,2755,177,788.91,19
2026-03-07,Google Ads,Yamaha NMAX 160,3589,277,523.88,14
2026-03-07,Google Ads,Yamaha Crosser 150,4342,315,1314.87,33
2026-03-07,Google Ads,Yamaha Fazer 250,6221,473,1141.66,56
2026-03-08,Meta Ads,Yamaha MT-07,9186,591,1420.99,47
2026-03-08,Meta Ads,Yamaha NMAX 160,2220,147,427.38,13
2026-03-08,Meta Ads,Yamaha Crosser 150,4712,356,822.86,43
2026-03-08,Meta Ads,Yamaha Fazer 250,8530,236,491.47,27
2026-03-08,Google Ads,Yamaha MT-07,8696,338,1087.8,21
2026-03-08,Google Ads,Yamaha NMAX 160,2997,135,422.1,7
2026-03-08,Google Ads,Yamaha Crosser 150,8828,325,1061.03,29
2026-03-08,Google Ads,Yamaha Fazer 250,9629,436,1367.37,31
2026-03-09,Meta Ads,Yamaha MT-07,4948,149,199.22,13
2026-03-09,Meta Ads,Yamaha NMAX 160,1848,86,140.04,5
2026-03-09,Meta Ads,Yamaha Crosser 150,8793,421,1247.03,31
2026-03-09,Meta Ads,Yamaha Fazer 250,7989,565,1229.26,79
2026-03-09,Google Ads,Yamaha MT-07,3054,213,362.84,24
2026-03-09,Google Ads,Yamaha NMAX 160,8797,633,2005.36,89
2026-03-09,Google Ads,Yamaha Crosser 150,5835,431,651.63,52
2026-03-09,Google Ads,Yamaha Fazer 250,5951,380,1376.53,23
2026-03-10,Meta Ads,Yamaha MT-07,7318,439,1329.69,37
2026-03-10,Meta Ads,Yamaha NMAX 160,3428,127,481.87,9
2026-03-10,Meta Ads,Yamaha Crosser 150,1711,36,95.59,5
2026-03-10,Meta Ads,Yamaha Fazer 250,6032,323,1188.16,22
2026-03-10,Google Ads,Yamaha MT-07,8574,443,1147.73,32
2026-03-10,Google Ads,Yamaha NMAX 160,4670,225,443.86,33
2026-03-10,Google Ads,Yamaha Crosser 150,2739,70,192.26,4
2026-03-10,Google Ads,Yamaha Fazer 250,9459,203,576.81,20
2026-03-11,Meta Ads,Yamaha MT-07,1854,114,301.99,14
2026-03-11,Meta Ads,Yamaha NMAX 160,9151,593,2369.99,36
2026-03-11,Meta Ads,Yamaha Crosser 150,5716,217,677.19,31
2026-03-11,Meta Ads,Yamaha Fazer 250,2128,149,412.77,20
2026-03-11,Google Ads,Yamaha MT-07,8637,413,995.14,25
2026-03-11,Google Ads,Yamaha NMAX 160,2619,140,345.99,13
2026-03-11,Google Ads,Yamaha Crosser 150,9880,693,866.3,100
2026-03-11,Google Ads,Yamaha Fazer 250,9731,288,360.07,34
2026-03-12,Meta Ads,Yamaha MT-07,5505,240,651.18,27
2026-03-12,Meta Ads,Yamaha NMAX 160,4266,157,584.5,9
2026-03-12,Meta Ads,Yamaha Crosser 150,5989,176,625.55,10
2026-03-12,Meta Ads,Yamaha Fazer 250,1819,84,149.35,12
2026-03-12,Google Ads,Yamaha MT-07,3759,281,713.94,17
2026-03-12,Google Ads,Yamaha NMAX 160,8461,648,2186.42,63
2026-03-12,Google Ads,Yamaha Crosser 150,2836,192,273.8,13
2026-03-12,Google Ads,Yamaha Fazer 250,9079,300,811.36,40
2026-03-13,Meta Ads,Yamaha MT-07,8790,402,1488.2,47
2026-03-13,Meta Ads,Yamaha NMAX 160,1529,44,185.62,5
2026-03-13,Meta Ads,Yamaha Crosser 150,1132,41,140.5,5
2026-03-13,Meta Ads,Yamaha Fazer 250,1362,93,321.62,9
2026-03-13,Google Ads,Yamaha MT-07,4397,240,757.51,26
2026-03-13,Google Ads,Yamaha NMAX 160,5953,288,744.06,39
2026-03-13,Google Ads,Yamaha Crosser 150,9774,307,1047.49,34
2026-03-13,Google Ads,Yamaha Fazer 250,4176,228,529.65,13
2026-03-14,Meta Ads,Yamaha MT-07,8700,401,1287.64,47
2026-03-14,Meta Ads,Yamaha NMAX 160,5250,382,624.1,49
2026-03-14,Meta Ads,Yamaha Crosser 150,4733,129,471.74,13
2026-03-14,Meta Ads,Yamaha Fazer 250,2241,74,155.21,4
2026-03-14,Google Ads,Yamaha MT-07,9572,702,3079.39,49
2026-03-14,Google Ads,Yamaha NMAX 160,4362,190,639.32,25
2026-03-14,Google Ads,Yamaha Crosser 150,4750,207,593.33,28
2026-03-14,Google Ads,Yamaha Fazer 250,1859,103,264.94,6
2026-03-15,Meta Ads,Yamaha MT-07,2830,185,782.5,13
2026-03-15,Meta Ads,Yamaha NMAX 160,1565,31,103.66,2
2026-03-15,Meta Ads,Yamaha Crosser 150,9224,212,814.78,19
2026-03-15,Meta Ads,Yamaha Fazer 250,6049,441,1840.99,34
2026-03-15,Google Ads,Yamaha MT-07,8491,510,1328.97,75
2026-03-15,Google Ads,Yamaha NMAX 160,6994,331,1115.58,48
2026-03-15,Google Ads,Yamaha Crosser 150,1577,60,87.73,5
2026-03-15,Google Ads,Yamaha Fazer 250,3370,250,436.0,30
2026-03-16,Meta Ads,Yamaha MT-07,8413,333,1103.99,16
2026-03-16,Meta Ads,Yamaha NMAX 160,5991,465,628.44,53
2026-03-16,Meta Ads,Yamaha Crosser 150,5223,248,743.49,35
2026-03-16,Meta Ads,Yamaha Fazer 250,9543,663,1197.95,82
2026-03-16,Google Ads,Yamaha MT-07,9079,472,823.05,43
2026-03-16,Google Ads,Yamaha NMAX 160,9944,293,1267.8,38
2026-03-16,Google Ads,Yamaha Crosser 150,5578,140,501.79,9
2026-03-16,Google Ads,Yamaha Fazer 250,7785,318,647.81,23
2026-03-17,Meta Ads,Yamaha MT-07,1228,76,198.21,7
2026-03-17,Meta Ads,Yamaha NMAX 160,2292,83,324.27,6
2026-03-17,Meta Ads,Yamaha Crosser 150,9416,389,804.98,43
2026-03-17,Meta Ads,Yamaha Fazer 250,2568,157,504.26,23
2026-03-17,Google Ads,Yamaha MT-07,7749,231,922.59,14
2026-03-17,Google Ads,Yamaha NMAX 160,4138,174,602.48,14
2026-03-17,Google Ads,Yamaha Crosser 150,3119,181,474.14,9
2026-03-17,Google Ads,Yamaha Fazer 250,9732,737,2026.19,99
2026-03-18,Meta Ads,Yamaha MT-07,5895,308,374.21,43
2026-03-18,Meta Ads,Yamaha NMAX 160,1212,67,163.97,9
2026-03-18,Meta Ads,Yamaha Crosser 150,7298,238,788.43,12
2026-03-18,Meta Ads,Yamaha Fazer 250,1122,74,245.74,10
2026-03-18,Google Ads,Yamaha MT-07,6550,228,889.87,29
2026-03-18,Google Ads,Yamaha NMAX 160,3533,238,837.86,12
2026-03-18,Google Ads,Yamaha Crosser 150,3985,206,510.39,24
2026-03-18,Google Ads,Yamaha Fazer 250,6067,373,865.28,27
2026-03-19,Meta Ads,Yamaha MT-07,5098,152,419.89,18
2026-03-19,Meta Ads,Yamaha NMAX 160,3001,220,809.79,11
2026-03-19,Meta Ads,Yamaha Crosser 150,6338,149,371.79,20
2026-03-19,Meta Ads,Yamaha Fazer 250,4486,205,389.51,16
2026-03-19,Google Ads,Yamaha MT-07,1684,127,313.51,7
2026-03-19,Google Ads,Yamaha NMAX 160,5268,339,1394.0,23
2026-03-19,Google Ads,Yamaha Crosser 150,6389,388,1724.05,40
2026-03-19,Google Ads,Yamaha Fazer 250,5430,348,871.67,18
2026-03-20,Meta Ads,Yamaha MT-07,8594,253,367.89,35
2026-03-20,Meta Ads,Yamaha NMAX 160,5646,277,625.91,23
2026-03-20,Meta Ads,Yamaha Crosser 150,7729,283,565.74,38
2026-03-20,Meta Ads,Yamaha Fazer 250,6521,138,255.69,13
2026-03-20,Google Ads,Yamaha MT-07,4062,321,868.51,19
2026-03-20,Google Ads,Yamaha NMAX 160,1963,136,332.25,6
2026-03-20,Google Ads,Yamaha Crosser 150,9483,447,1843.02,39
2026-03-20,Google Ads,Yamaha Fazer 250,9141,236,898.13,20
2026-03-21,Meta Ads,Yamaha MT-07,1978,150,334.06,15
2026-03-21,Meta Ads,Yamaha NMAX 160,5323,410,788.67,34
2026-03-21,Meta Ads,Yamaha Crosser 150,7449,192,533.95,27
2026-03-21,Meta Ads,Yamaha Fazer 250,3843,119,204.76,6
2026-03-21,Google Ads,Yamaha MT-07,4655,318,873.43,38
2026-03-21,Google Ads,Yamaha NMAX 160,3963,261,741.64,33
2026-03-21,Google Ads,Yamaha Crosser 150,1446,56,108.61,7
2026-03-21,Google Ads,Yamaha Fazer 250,5735,185,379.17,24
2026-03-22,Meta Ads,Yamaha MT-07,4100,102,303.31,11
2026-03-22,Meta Ads,Yamaha NMAX 160,5311,174,340.38,14
2026-03-22,Meta Ads,Yamaha Crosser 150,3811,143,475.85,19
2026-03-22,Meta Ads,Yamaha Fazer 250,1244,67,291.21,5
2026-03-22,Google Ads,Yamaha MT-07,5869,362,1279.22,31
2026-03-22,Google Ads,Yamaha NMAX 160,3343,166,473.34,19
2026-03-22,Google Ads,Yamaha Crosser 150,1158,64,197.51,4
2026-03-22,Google Ads,Yamaha Fazer 250,4485,228,619.78,21
2026-03-23,Meta Ads,Yamaha MT-07,3173,136,291.56,11
2026-03-23,Meta Ads,Yamaha NMAX 160,4964,207,428.99,10
2026-03-23,Meta Ads,Yamaha Crosser 150,3312,221,319.41,18
2026-03-23,Meta Ads,Yamaha Fazer 250,6709,448,1606.34,46
2026-03-23,Google Ads,Yamaha MT-07,4682,236,702.05,17
2026-03-23,Google Ads,Yamaha NMAX 160,3812,112,240.64,9
2026-03-23,Google Ads,Yamaha Crosser 150,8026,641,1866.55,93
2026-03-23,Google Ads,Yamaha Fazer 250,8701,683,2834.84,48
2026-03-24,Meta Ads,Yamaha MT-07,9889,259,557.3,38
2026-03-24,Meta Ads,Yamaha NMAX 160,6819,276,800.13,37
2026-03-24,Meta Ads,Yamaha Crosser 150,4166,181,641.7,19
2026-03-24,Meta Ads,Yamaha Fazer 250,1076,46,180.38,5
2026-03-24,Google Ads,Yamaha MT-07,9946,576,1710.61,60
2026-03-24,Google Ads,Yamaha NMAX 160,5406,126,408.42,16
2026-03-24,Google Ads,Yamaha Crosser 150,6518,233,637.46,32
2026-03-24,Google Ads,Yamaha Fazer 250,6018,453,915.58,33
2026-03-25,Meta Ads,Yamaha MT-07,2454,185,416.62,12
2026-03-25,Meta Ads,Yamaha NMAX 160,3614,215,647.55,16
2026-03-25,Meta Ads,Yamaha Crosser 150,9764,255,307.0,18
2026-03-25,Meta Ads,Yamaha Fazer 250,7139,216,581.75,17
2026-03-25,Google Ads,Yamaha MT-07,4530,260,999.55,32
2026-03-25,Google Ads,Yamaha NMAX 160,6694,219,507.85,22
2026-03-25,Google Ads,Yamaha Crosser 150,9362,319,854.8,41
2026-03-25,Google Ads,Yamaha Fazer 250,3621,177,737.72,19
2026-03-26,Meta Ads,Yamaha MT-07,3373,195,445.04,15
2026-03-26,Meta Ads,Yamaha NMAX 160,2997,129,373.86,12
2026-03-26,Meta Ads,Yamaha Crosser 150,6321,249,1014.68,21
2026-03-26,Meta Ads,Yamaha Fazer 250,1799,75,267.18,5
2026-03-26,Google Ads,Yamaha MT-07,1723,42,147.47,2
2026-03-26,Google Ads,Yamaha NMAX 160,6960,300,1328.84,22
2026-03-26,Google Ads,Yamaha Crosser 150,5414,297,456.94,36
2026-03-26,Google Ads,Yamaha Fazer 250,2579,71,239.53,5
2026-03-27,Meta Ads,Yamaha MT-07,9307,637,2233.47,70
2026-03-27,Meta Ads,Yamaha NMAX 160,3249,178,333.5,23
2026-03-27,Meta Ads,Yamaha Crosser 150,3758,91,253.55,7
2026-03-27,Meta Ads,Yamaha Fazer 250,9862,521,1865.64,43
2026-03-27,Google Ads,Yamaha MT-07,5339,173,246.24,14
2026-03-27,Google Ads,Yamaha NMAX 160,3036,74,99.76,4
2026-03-27,Google Ads,Yamaha Crosser 150,3157,217,282.66,11
2026-03-27,Google Ads,Yamaha Fazer 250,8230,513,1811.97,75
2026-03-28,Meta Ads,Yamaha MT-07,4314,158,454.06,8
2026-03-28,Meta Ads,Yamaha NMAX 160,9446,365,1442.6,35
2026-03-28,Meta Ads,Yamaha Crosser 150,2825,156,440.81,20
2026-03-28,Meta Ads,Yamaha Fazer 250,2441,148,641.54,11
2026-03-28,Google Ads,Yamaha MT-07,6445,428,696.22,40
2026-03-28,Google Ads,Yamaha NMAX 160,9601,623,1984.33,53
2026-03-28,Google Ads,Yamaha Crosser 150,7789,261,628.48,21
2026-03-28,Google Ads,Yamaha Fazer 250,4108,261,556.65,28
2026-03-29,Meta Ads,Yamaha MT-07,5352,358,463.73,45
2026-03-29,Meta Ads,Yamaha NMAX 160,7024,362,782.04,47
2026-03-29,Meta Ads,Yamaha Crosser 150,7514,306,931.4,32
2026-03-29,Meta Ads,Yamaha Fazer 250,7136,456,1351.67,26
2026-03-29,Google Ads,Yamaha MT-07,2801,110,291.41,8
2026-03-29,Google Ads,Yamaha NMAX 160,9679,232,326.79,17
2026-03-29,Google Ads,Yamaha Crosser 150,2516,75,192.57,6
2026-03-29,Google Ads,Yamaha Fazer 250,7640,166,212.68,10
2026-03-30,Meta Ads,Yamaha MT-07,7070,204,917.51,23
2026-03-30,Meta Ads,Yamaha NMAX 160,4096,268,708.38,14
2026-03-30,Meta Ads,Yamaha Crosser 150,3309,219,765.47,18
2026-03-30,Meta Ads,Yamaha Fazer 250,3281,242,448.6,14
2026-03-30,Google Ads,Yamaha MT-07,7968,240,962.46,30
2026-03-30,Google Ads,Yamaha NMAX 160,7795,424,677.56,28
2026-03-30,Google Ads,Yamaha Crosser 150,9070,542,1321.51,30
2026-03-30,Google Ads,Yamaha Fazer 250,9075,192,615.9,28
2026-03-31,Meta Ads,Yamaha MT-07,9752,562,1380.4,72
2026-03-31,Meta Ads,Yamaha NMAX 160,6930,367,1469.44,51
2026-03-31,Meta Ads,Yamaha Crosser 150,3395,116,191.95,11
2026-03-31,Meta Ads,Yamaha Fazer 250,1529,47,58.14,4
2026-03-31,Google Ads,Yamaha MT-07,1660,120,537.25,7
2026-03-31,Google Ads,Yamaha NMAX 160,7345,374,462.29,48
2026-03-31,Google Ads,Yamaha Crosser 150,7401,313,516.84,29
2026-03-31,Google Ads,Yamaha Fazer 250,1765,75,105.96,11
2026-04-01,Meta Ads,Yamaha MT-07,3345,189,490.71,26
2026-04-01,Meta Ads,Yamaha NMAX 160,6357,262,699.31,38
2026-04-01,Meta Ads,Yamaha Crosser 150,6164,434,1480.65,49
2026-04-01,Meta Ads,Yamaha Fazer 250,7668,398,1503.08,56
2026-04-01,Google Ads,Yamaha MT-07,2391,95,374.41,9
2026-04-01,Google Ads,Yamaha NMAX 160,7110,339,1014.1,50
2026-04-01,Google Ads,Yamaha Crosser 150,5109,279,392.34,18
2026-04-01,Google Ads,Yamaha Fazer 250,4238,296,1114.33,37
2026-04-02,Meta Ads,Yamaha MT-07,6489,437,1004.8,29
2026-04-02,Meta Ads,Yamaha NMAX 160,2752,98,300.37,7
2026-04-02,Meta Ads,Yamaha Crosser 150,1982,128,271.84,14
2026-04-02,Meta Ads,Yamaha Fazer 250,5289,106,384.22,14
2026-04-02,Google Ads,Yamaha MT-07,5547,200,451.99,20
2026-04-02,Google Ads,Yamaha NMAX 160,1327,83,140.07,6
2026-04-02,Google Ads,Yamaha Crosser 150,9356,576,697.11,60
2026-04-02,Google Ads,Yamaha Fazer 250,8108,389,554.15,27
2026-04-03,Meta Ads,Yamaha MT-07,2656,194,868.01,10
2026-04-03,Meta Ads,Yamaha NMAX 160,5571,399,1026.13,41
2026-04-03,Meta Ads,Yamaha Crosser 150,5232,153,662.88,15
2026-04-03,Meta Ads,Yamaha Fazer 250,6749,267,1015.22,32
2026-04-03,Google Ads,Yamaha MT-07,3845,151,513.96,12
2026-04-03,Google Ads,Yamaha NMAX 160,2894,82,269.82,7
2026-04-03,Google Ads,Yamaha Crosser 150,2026,82,333.86,11
2026-04-03,Google Ads,Yamaha Fazer 250,5945,365,1467.69,42
2026-04-04,Meta Ads,Yamaha MT-07,4289,244,507.75,18
2026-04-04,Meta Ads,Yamaha NMAX 160,4703,273,1096.76,19
2026-04-04,Meta Ads,Yamaha Crosser 150,2425,122,324.42,10
2026-04-04,Meta Ads,Yamaha Fazer 250,2289,140,517.68,9
2026-04-04,Google Ads,Yamaha MT-07,4518,195,574.48,10
2026-04-04,Google Ads,Yamaha NMAX 160,7463,481,1448.53,51
2026-04-04,Google Ads,Yamaha Crosser 150,1911,57,234.77,6
2026-04-04,Google Ads,Yamaha Fazer 250,9067,262,335.68,33
2026-04-05,Meta Ads,Yamaha MT-07,4144,149,641.53,14
2026-04-05,Meta Ads,Yamaha NMAX 160,5876,385,858.56,46
2026-04-05,Meta Ads,Yamaha Crosser 150,4198,264,709.54,35
2026-04-05,Meta Ads,Yamaha Fazer 250,4838,115,473.36,14
2026-04-05,Google Ads,Yamaha MT-07,9567,675,1986.24,42
2026-04-05,Google Ads,Yamaha NMAX 160,7761,596,1741.64,42
2026-04-05,Google Ads,Yamaha Crosser 150,1303,96,367.83,13
2026-04-05,Google Ads,Yamaha Fazer 250,3240,139,339.78,10
2026-04-06,Meta Ads,Yamaha MT-07,4628,345,548.04,23
2026-04-06,Meta Ads,Yamaha NMAX 160,6020,172,410.19,15
2026-04-06,Meta Ads,Yamaha Crosser 150,7690,373,542.17,37
2026-04-06,Meta Ads,Yamaha Fazer 250,7679,183,413.77,15
2026-04-06,Google Ads,Yamaha MT-07,4206,318,703.31,42
2026-04-06,Google Ads,Yamaha NMAX 160,2500,144,641.3,12
2026-04-06,Google Ads,Yamaha Crosser 150,8874,704,2016.62,37
2026-04-06,Google Ads,Yamaha Fazer 250,3497,119,152.32,10
