lead_id,date,platform,vehicle_model,test_drive,sale_completed,sale_value
TLD-16637,2026-03-15,Google Ads,Yamaha NMAX 160,True,False,0
TLD-16638,2026-03-15,Google Ads,Yamaha NMAX 160,True,False,0
TLD-16639,2026-03-15,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16640,2026-03-15,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16641,2026-03-15,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16642,2026-03-15,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16643,2026-03-15,Google Ads,Yamaha NMAX 160,True,False,0
TLD-16644,2026-03-15,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16645,2026-03-15,Google Ads,Yamaha NMAX 160,True,False,0
TLD-16646,2026-03-15,Google Ads,Yamaha NMAX 160,True,False,0
TLD-16647,2026-03-15,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16648,2026-03-15,Google Ads,Yamaha NMAX 160,True,True,21000
TLD-16649,2026-03-15,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16650,2026-03-15,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16651,2026-03-15,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16652,2026-03-15,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16653,2026-03-15,Google Ads,Yamaha NMAX 160,True,False,0
TLD-16654,2026-03-15,Google Ads,Yamaha Crosser 150,False,False,0
TLD-16655,2026-03-15,Google Ads,Yamaha Crosser 150,True,False,0
TLD-16656,2026-03-15,Google Ads,Yamaha Crosser 150,False,False,0
TLD-16657,2026-03-15,Google Ads,Yamaha Crosser 150,False,False,0
TLD-16658,2026-03-15,Google Ads,Yamaha Crosser 150,True,False,0
TLD-16659,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16660,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16661,2026-03-15,Google Ads,Yamaha Fazer 250,True,False,0
TLD-16662,2026-03-15,Google Ads,Yamaha Fazer 250,True,False,0
TLD-16663,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16664,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16665,2026-03-15,Google Ads,Yamaha Fazer 250,True,False,0
TLD-16666,2026-03-15,Google Ads,Yamaha Fazer 250,True,False,0
TLD-16667,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16668,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16669,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16670,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16671,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16672,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16673,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16674,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16675,2026-03-15,Google Ads,Yamaha Fazer 250,True,False,0
TLD-16676,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16677,2026-03-15,Google Ads,Yamaha Fazer 250,True,False,0
TLD-16678,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16679,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16680,2026-03-15,Google Ads,Yamaha Fazer 250,True,False,0
TLD-16681,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16682,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16683,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16684,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16685,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16686,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16687,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16688,2026-03-15,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16689,2026-03-16,Meta Ads,Yamaha MT-07,False,False,0
TLD-16690,2026-03-16,Meta Ads,Yamaha MT-07,True,False,0
TLD-16691,2026-03-16,Meta Ads,Yamaha MT-07,True,True,46000
TLD-16692,2026-03-16,Meta Ads,Yamaha MT-07,True,False,0
TLD-16693,2026-03-16,Meta Ads,Yamaha MT-07,True,False,0
TLD-16694,2026-03-16,Meta Ads,Yamaha MT-07,False,False,0
TLD-16695,2026-03-16,Meta Ads,Yamaha MT-07,False,False,0
TLD-16696,2026-03-16,Meta Ads,Yamaha MT-07,False,False,0
TLD-16697,2026-03-16,Meta Ads,Yamaha MT-07,False,False,0
TLD-16698,2026-03-16,Meta Ads,Yamaha MT-07,False,False,0
TLD-16699,2026-03-16,Meta Ads,Yamaha MT-07,False,False,0
TLD-16700,2026-03-16,Meta Ads,Yamaha MT-07,False,False,0
TLD-16701,2026-03-16,Meta Ads,Yamaha MT-07,False,False,0
TLD-16702,2026-03-16,Meta Ads,Yamaha MT-07,False,False,0
TLD-16703,2026-03-16,Meta Ads,Yamaha MT-07,False,False,0
TLD-16704,2026-03-16,Meta Ads,Yamaha MT-07,False,False,0
TLD-16705,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16706,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16707,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16708,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16709,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16710,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16711,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16712,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16713,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16714,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16715,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16716,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16717,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16718,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16719,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16720,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16721,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16722,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16723,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16724,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16725,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16726,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16727,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16728,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16729,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16730,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16731,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16732,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16733,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16734,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16735,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16736,2026-03-16,Meta Ads,Yamaha NMAX 160,True,True,21000
TLD-16737,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16738,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16739,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16740,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16741,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16742,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16743,2026-03-16,Meta Ads,Yamaha NMAX 160,True,True,21000
TLD-16744,2026-03-16,Meta Ads,Yamaha NMAX 160,True,True,21000
TLD-16745,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16746,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16747,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16748,2026-03-16,Meta Ads,Yamaha NMAX 160,True,True,21000
TLD-16749,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16750,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16751,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16752,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16753,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16754,2026-03-16,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16755,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16756,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16757,2026-03-16,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16758,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16759,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16760,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16761,2026-03-16,Meta Ads,Yamaha Crosser 150,True,True,20000
TLD-16762,2026-03-16,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-16763,2026-03-16,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-16764,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16765,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16766,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16767,2026-03-16,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-16768,2026-03-16,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-16769,2026-03-16,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-16770,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16771,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16772,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16773,2026-03-16,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-16774,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16775,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16776,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16777,2026-03-16,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-16778,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16779,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16780,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16781,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16782,2026-03-16,Meta Ads,Yamaha Crosser 150,True,True,20000
TLD-16783,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16784,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16785,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16786,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16787,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16788,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16789,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16790,2026-03-16,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-16791,2026-03-16,Meta Ads,Yamaha Crosser 150,False,False,0
TLD-16792,2026-03-16,Meta Ads,Yamaha Crosser 150,True,False,0
TLD-16793,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16794,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16795,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16796,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16797,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16798,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16799,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16800,2026-03-16,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-16801,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16802,2026-03-16,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-16803,2026-03-16,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-16804,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16805,2026-03-16,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-16806,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16807,2026-03-16,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-16808,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16809,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16810,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16811,2026-03-16,Meta Ads,Yamaha Fazer 250,True,True,23000
TLD-16812,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16813,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16814,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16815,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16816,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16817,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16818,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16819,2026-03-16,Meta Ads,Yamaha Fazer 250,True,True,23000
TLD-16820,2026-03-16,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-16821,2026-03-16,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-16822,2026-03-16,Meta Ads,Yamaha Fazer 250,True,True,23000
TLD-16823,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16824,2026-03-16,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-16825,2026-03-16,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-16826,2026-03-16,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-16827,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16828,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16829,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16830,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16831,2026-03-16,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-16832,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16833,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16834,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16835,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16836,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16837,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16838,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16839,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16840,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16841,2026-03-16,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-16842,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16843,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16844,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16845,2026-03-16,Meta Ads,Yamaha Fazer 250,True,True,23000
TLD-16846,2026-03-16,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-16847,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16848,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16849,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16850,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16851,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16852,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16853,2026-03-16,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-16854,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16855,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16856,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16857,2026-03-16,Meta Ads,Yamaha Fazer 250,True,True,23000
TLD-16858,2026-03-16,Meta Ads,Yamaha Fazer 250,True,True,23000
TLD-16859,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16860,2026-03-16,Meta Ads,Yamaha Fazer 250,True,True,23000
TLD-16861,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16862,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16863,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16864,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16865,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16866,2026-03-16,Meta Ads,Yamaha Fazer 250,True,False,0
TLD-16867,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16868,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16869,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16870,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16871,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16872,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16873,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16874,2026-03-16,Meta Ads,Yamaha Fazer 250,False,False,0
TLD-16875,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16876,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16877,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16878,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16879,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16880,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16881,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16882,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16883,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16884,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16885,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16886,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16887,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16888,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16889,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16890,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16891,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16892,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16893,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16894,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16895,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16896,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16897,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16898,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16899,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16900,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16901,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16902,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16903,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16904,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16905,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16906,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16907,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16908,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16909,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16910,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16911,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16912,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16913,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16914,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16915,2026-03-16,Google Ads,Yamaha MT-07,False,False,0
TLD-16916,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16917,2026-03-16,Google Ads,Yamaha MT-07,True,False,0
TLD-16918,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16919,2026-03-16,Google Ads,Yamaha NMAX 160,True,True,21000
TLD-16920,2026-03-16,Google Ads,Yamaha NMAX 160,True,False,0
TLD-16921,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16922,2026-03-16,Google Ads,Yamaha NMAX 160,True,False,0
TLD-16923,2026-03-16,Google Ads,Yamaha NMAX 160,True,True,21000
TLD-16924,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16925,2026-03-16,Google Ads,Yamaha NMAX 160,True,False,0
TLD-16926,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16927,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16928,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16929,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16930,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16931,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16932,2026-03-16,Google Ads,Yamaha NMAX 160,True,False,0
TLD-16933,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16934,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16935,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16936,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16937,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16938,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16939,2026-03-16,Google Ads,Yamaha NMAX 160,True,False,0
TLD-16940,2026-03-16,Google Ads,Yamaha NMAX 160,True,True,21000
TLD-16941,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16942,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16943,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16944,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16945,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16946,2026-03-16,Google Ads,Yamaha NMAX 160,True,True,21000
TLD-16947,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16948,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16949,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16950,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16951,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16952,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16953,2026-03-16,Google Ads,Yamaha NMAX 160,False,False,0
TLD-16954,2026-03-16,Google Ads,Yamaha NMAX 160,True,True,21000
TLD-16955,2026-03-16,Google Ads,Yamaha NMAX 160,True,True,21000
TLD-16956,2026-03-16,Google Ads,Yamaha Crosser 150,True,False,0
TLD-16957,2026-03-16,Google Ads,Yamaha Crosser 150,True,False,0
TLD-16958,2026-03-16,Google Ads,Yamaha Crosser 150,True,True,20000
TLD-16959,2026-03-16,Google Ads,Yamaha Crosser 150,True,False,0
TLD-16960,2026-03-16,Google Ads,Yamaha Crosser 150,True,False,0
TLD-16961,2026-03-16,Google Ads,Yamaha Crosser 150,False,False,0
TLD-16962,2026-03-16,Google Ads,Yamaha Crosser 150,True,True,20000
TLD-16963,2026-03-16,Google Ads,Yamaha Crosser 150,False,False,0
TLD-16964,2026-03-16,Google Ads,Yamaha Crosser 150,False,False,0
TLD-16965,2026-03-16,Google Ads,Yamaha Fazer 250,True,False,0
TLD-16966,2026-03-16,Google Ads,Yamaha Fazer 250,True,False,0
TLD-16967,2026-03-16,Google Ads,Yamaha Fazer 250,True,False,0
TLD-16968,2026-03-16,Google Ads,Yamaha Fazer 250,True,False,0
TLD-16969,2026-03-16,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16970,2026-03-16,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16971,2026-03-16,Google Ads,Yamaha Fazer 250,True,False,0
TLD-16972,2026-03-16,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16973,2026-03-16,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16974,2026-03-16,Google Ads,Yamaha Fazer 250,True,True,23000
TLD-16975,2026-03-16,Google Ads,Yamaha Fazer 250,True,False,0
TLD-16976,2026-03-16,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16977,2026-03-16,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16978,2026-03-16,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16979,2026-03-16,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16980,2026-03-16,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16981,2026-03-16,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16982,2026-03-16,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16983,2026-03-16,Google Ads,Yamaha Fazer 250,True,False,0
TLD-16984,2026-03-16,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16985,2026-03-16,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16986,2026-03-16,Google Ads,Yamaha Fazer 250,True,False,0
TLD-16987,2026-03-16,Google Ads,Yamaha Fazer 250,False,False,0
TLD-16988,2026-03-17,Meta Ads,Yamaha MT-07,False,False,0
TLD-16989,2026-03-17,Meta Ads,Yamaha MT-07,False,False,0
TLD-16990,2026-03-17,Meta Ads,Yamaha MT-07,False,False,0
TLD-16991,2026-03-17,Meta Ads,Yamaha MT-07,True,False,0
TLD-16992,2026-03-17,Meta Ads,Yamaha MT-07,False,False,0
TLD-16993,2026-03-17,Meta Ads,Yamaha MT-07,False,False,0
TLD-16994,2026-03-17,Meta Ads,Yamaha MT-07,False,False,0
TLD-16995,2026-03-17,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16996,2026-03-17,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16997,2026-03-17,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-16998,2026-03-17,Meta Ads,Yamaha NMAX 160,True,False,0
TLD-16999,2026-03-17,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-17000,2026-03-17,Meta Ads,Yamaha NMAX 160,False,False,0
TLD-17001,2026-03-17,Meta Ads,Yamaha Crosser 150,True,False,0
